date,symbol,type,price,amount,pnl_leg
2025-06-16 15:00:00,SNT_KRW,Partial_TP,46.21995378,0.5,-0.0004999999999999966
2025-06-21 15:00:00,PAXG_KRW,Partial_TP,4708327.514999999,0.5,-0.0015000000000000358
2025-06-27 15:00:00,BFC_KRW,Partial_TP,55.783824960000004,0.5,-0.0014999999999999927
2025-07-08 15:00:00,FANC_KRW,Partial_TP,7.494992505,0.5,-0.000499999999999985
2025-07-10 15:00:00,SEI_KRW,Partial_TP,361.99963799999995,0.5,-0.0005000000000000259
2025-07-17 15:00:00,KAIA_KRW,Partial_TP,209.99979,0.5,-0.0004999999999999747
2025-07-18 15:00:00,BCH_KRW,Partial_TP,675499.3244999999,0.5,-0.000500000000000009
2025-07-18 15:00:00,KAIA_KRW,Partial_TP,217.99978199999998,0.5,-0.0005000000000000168
2025-07-20 15:00:00,DBR_KRW,Partial_TP,28.386235049999996,0.5,-0.0015000000000000098
2025-07-20 15:00:00,MVC_KRW,Partial_TP,5.514950365,0.5,-0.0014999999999999723
2025-07-21 15:00:00,MVC_KRW,Partial_TP,5.590141262999999,0.5,-0.000500000000000014
2025-07-26 15:00:00,SEI_KRW,Partial_TP,434.99956499999996,0.5,-0.0004999999999999817
2025-07-26 15:00:00,KNC_KRW,Partial_TP,565.9977359999999,0.5,-0.0010000000000000267
2025-08-01 15:00:00,WOO_KRW,Partial_TP,98.52990146999998,0.5,-0.0004999999999999958
2025-08-02 15:00:00,XPR_KRW,Partial_TP,6.552848301999999,0.5,-0.0015000000000000007
2025-08-05 15:00:00,MNT_KRW,Partial_TP,1150.9988489999998,0.5,-0.0005000000000000015
2025-08-06 15:00:00,RPL_KRW,Partial_TP,9575.39583,0.5,-0.0009999999999999818
2025-08-06 15:00:00,ILV_KRW,Partial_TP,27189.97281,0.5,-0.0004999999999999888
2025-08-07 15:00:00,REZ_KRW,Partial_TP,17.502374879999998,0.5,-0.00150000000000001
2025-08-08 15:00:00,HBAR_KRW,Partial_TP,347.99965199999997,0.5,-0.0004999999999999817
2025-08-08 15:00:00,XLM_KRW,Partial_TP,569.99943,0.5,-0.0004999999999999783
2025-08-09 15:00:00,PENGU_KRW,Partial_TP,51.069948929999995,0.5,-0.0005000000000000065
2025-08-12 15:00:00,FXS_KRW,Partial_TP,4213.894649999999,0.5,-0.0025000000000000517
